id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
ZW1401,Chegutu,Chegutu,chegutu-zw1401,ZW1401,29,-18.189,30.378
ZW1423,Chegutu Urban,Chegutu Urban,chegutu-urban-zw1423,ZW1423,12,-18.125,30.138
ZW1421,Chinhoyi,Chinhoyi,chinhoyi-zw1421,ZW1421,15,-17.351,30.186
ZW1402,Hurungwe,Hurungwe,hurungwe-zw1402,ZW1402,26,-16.521,29.58
ZW1403,Kadoma Urban,Kadoma Urban,kadoma-urban-zw1403,ZW1403,17,-18.318,29.943
ZW1404,Kariba,Kariba,kariba-zw1404,ZW1404,12,-16.888,28.564
ZW1424,Kariba Urban,Kariba Urban,kariba-urban-zw1424,ZW1424,9,-16.528,28.807
ZW1426,Karoi,Karoi,karoi-zw1426,ZW1426,10,-16.822,29.694
ZW1405,Makonde,Makonde,makonde-zw1405,ZW1405,19,-17.062,30.146
ZW1427,Mhondoro-Ngezi,Mhondoro-Ngezi,mhondoro-ngezi-zw1427,ZW1427,16,-18.569,30.16
ZW1425,Norton,Norton,norton-zw1425,ZW1425,13,-17.885,30.679
ZW1428,Sanyati,Sanyati,sanyati-zw1428,ZW1428,18,-17.973,29.561
ZW1406,Zvimba,Zvimba,zvimba-zw1406,ZW1406,35,-17.376,30.42
